Movie Name,stars,votes,genre,Gross ,popularity,Certification,genre1,genre2,genre3,star1,star2,star3,star4
Gemini Man,"Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong",117494,"Action, Sci-Fi, Thriller","48,546,770",1749,PG-13,Action, Sci-Fi, Thriller,Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong
Samaritan,"Sylvester Stallone, Javon 'Wanna' Walton, Pilou Asbæk, Dascha Polanco",51411,"Action, Drama, Fantasy",,1780,PG-13,Action, Drama, Fantasy,Sylvester Stallone, Javon 'Wanna' Walton, Pilou Asbæk, Dascha Polanco
G.I. Joe: Retaliation,"Dwayne Johnson, Channing Tatum, Adrianne Palicki, Lee Byung-hun",185115,"Action, Adventure, Sci-Fi","122,523,060",2027,PG-13,Action, Adventure, Sci-Fi,Dwayne Johnson, Channing Tatum, Adrianne Palicki, Lee Byung-hun
Strange World,"Jake Gyllenhaal, Jaboukie Young-White, Gabrielle Union, Dennis Quaid",41835,"Animation, Action, Adventure",,2152,PG,Animation, Action, Adventure,Jake Gyllenhaal, Jaboukie Young-White, Gabrielle Union, Dennis Quaid
Fantastic Four,"Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba",337631,"Action, Adventure, Fantasy","154,696,080",2275,PG-13,Action, Adventure, Fantasy,Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba
Buffy the Vampire Slayer,"Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer",47396,"Action, Comedy, Fantasy","16,624,456",2377,PG-13,Action, Comedy, Fantasy,Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer
Lara Croft: Tomb Raider,"Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor",214679,"Action, Adventure, Fantasy","131,144,183",2611,PG-13,Action, Adventure, Fantasy,Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor
Journey 2: The Mysterious Island,"Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzmán",108745,"Action, Adventure, Comedy","103,860,290",2837,PG,Action, Adventure, Comedy,Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzmán
The Darkest Minds,"Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson",34411,"Action, Adventure, Drama","12,695,691",3085,PG-13,Action, Adventure, Drama,Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson
Bloodshot,"Vin Diesel, Eiza González, Sam Heughan, Toby Kebbell",81904,"Action, Adventure, Sci-Fi","12,561,824",3147,PG-13,Action, Adventure, Sci-Fi,Vin Diesel, Eiza González, Sam Heughan, Toby Kebbell
Mechanic: Resurrection,"Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh",89393,"Action, Adventure, Crime","21,218,403",3149,R,Action, Adventure, Crime,Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh
Wrath of the Titans,"Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes",192866,"Action, Adventure, Fantasy","83,670,083",3304,PG-13,Action, Adventure, Fantasy,Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes
Chaos Walking,"Tom Holland, Daisy Ridley, Demián Bichir, David Oyelowo",53401,"Action, Adventure, Fantasy","13,287,908",3337,PG-13,Action, Adventure, Fantasy,Tom Holland, Daisy Ridley, Demián Bichir, David Oyelowo
Allegiant,"Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts",128630,"Action, Adventure, Mystery","66,184,051",3346,PG-13,Action, Adventure, Mystery,Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts
Freddy vs. Jason,"Robert Englund, Ken Kirzinger, Kelly Rowland, Monica Keena",123474,"Action, Horror","82,622,655",3379,R,Action, Horror,,Robert Englund, Ken Kirzinger, Kelly Rowland, Monica Keena
Fool's Gold,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",82586,"Action, Adventure, Comedy","70,231,041",3472,PG-13,Action, Adventure, Comedy,Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena
Priest,"Paul Bettany, Cam Gigandet, Maggie Q, Karl Urban",122336,"Action, Fantasy, Horror","29,136,626",3648,PG-13,Action, Fantasy, Horror,Paul Bettany, Cam Gigandet, Maggie Q, Karl Urban
Underworld: Blood Wars,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver",78861,"Action, Adventure, Fantasy","30,353,973",3843,R,Action, Adventure, Fantasy,Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver
Battle Los Angeles,"Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan, Ramón Rodríguez",183138,"Action, Adventure, Sci-Fi","83,552,429",3938,PG-13,Action, Adventure, Sci-Fi,Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan, Ramón Rodríguez
Hitman: Agent 47,"Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds",93733,"Action, Crime, Thriller","22,467,450",4190,R,Action, Crime, Thriller,Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds
Pan,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara",66166,"Action, Adventure, Comedy","35,088,320",4370,PG,Action, Adventure, Comedy,Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara
The Do-Over,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn",49375,"Action, Adventure, Comedy",,4491,TV-MA,Action, Adventure, Comedy,Adam Sandler, David Spade, Paula Patton, Kathryn Hahn
Escape from L.A.,"Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer",78087,"Action, Adventure, Sci-Fi","25,477,365",4639,R,Action, Adventure, Sci-Fi,Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer
The Marksman,"Katheryn Winnick, Liam Neeson, Teresa Ruiz, Juan Pablo Raba",40584,"Action, Drama, Thriller",,4925,PG-13,Action, Drama, Thriller,Katheryn Winnick, Liam Neeson, Teresa Ruiz, Juan Pablo Raba
Cooties,"Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer",27501,"Action, Comedy, Horror","55,749",4955,R,Action, Comedy, Horror,Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer
Ben-Hur,"Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi",45581,"Action, Drama, Romance","26,410,477",-,PG-13,Action, Drama, Romance,Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi
Drillbit Taylor,"Owen Wilson, Josh Peck, Alex Frost, Nate Hartley",61645,"Action, Comedy, Crime","32,853,640",-,PG-13,Action, Comedy, Crime,Owen Wilson, Josh Peck, Alex Frost, Nate Hartley
Cutthroat Island,"Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin",29514,"Action, Adventure, Comedy","10,017,322",-,PG-13,Action, Adventure, Comedy,Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin
Hudson Hawk,"Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn",58551,"Action, Adventure, Comedy","17,218,080",-,R,Action, Adventure, Comedy,Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn
Bandidas,"Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam",36580,"Action, Comedy, Crime",,-,PG-13,Action, Comedy, Crime,Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam
Race to Witch Mountain,"Dwayne Johnson, Carla Gugino, AnnaSophia Robb, Alexander Ludwig",61704,"Action, Adventure, Family","67,172,594",-,PG,Action, Adventure, Family,Dwayne Johnson, Carla Gugino, AnnaSophia Robb, Alexander Ludwig
Sabotage,"Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams",65143,"Action, Crime, Drama","10,508,518",-,R,Action, Crime, Drama,Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams
Nowhere to Run,"Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine",25413,"Action, Drama, Romance","22,189,039",-,R,Action, Drama, Romance,Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine
Beckett,"John David Washington, Boyd Holbrook, Vicky Krieps, Alicia Vikander",27474,"Action, Crime, Drama",,-,TV-MA,Action, Crime, Drama,John David Washington, Boyd Holbrook, Vicky Krieps, Alicia Vikander
Mighty Joe Young,"Bill Paxton, Charlize Theron, Rade Serbedzija, Peter Firth",30106,"Action, Adventure, Family","50,632,037",-,PG,Action, Adventure, Family,Bill Paxton, Charlize Theron, Rade Serbedzija, Peter Firth
Bullet to the Head,"Sylvester Stallone, Jason Momoa, Christian Slater, Sung Kang",51365,"Action, Crime, Thriller","9,483,821",-,R,Action, Crime, Thriller,Sylvester Stallone, Jason Momoa, Christian Slater, Sung Kang
Red Planet,"Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt",59211,"Action, Sci-Fi, Thriller","18,000,000",-,PG-13,Action, Sci-Fi, Thriller,Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt
Crocodile Dundee II,"Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo",59413,"Action, Adventure, Comedy","109,305,000",-,PG,Action, Adventure, Comedy,Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo
Close,"Noomi Rapace, Olivia Jewson, Abdellatif Chaouqi, Sophie Nélisse",26099,"Action, Drama, Thriller",,-,TV-MA,Action, Drama, Thriller,Noomi Rapace, Olivia Jewson, Abdellatif Chaouqi, Sophie Nélisse
Money Train,"Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake",42271,"Action, Comedy, Crime","35,324,232",-,R,Action, Comedy, Crime,Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake
The Art of War,"Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer",30495,"Action, Adventure, Crime","30,208,599",-,R,Action, Adventure, Crime,Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer
Armored,"Columbus Short, Matt Dillon, Laurence Fishburne, Jean Reno",31423,"Action, Crime, Thriller","15,988,876",-,PG-13,Action, Crime, Thriller,Columbus Short, Matt Dillon, Laurence Fishburne, Jean Reno
Samrat Prithviraj,"Akshay Kumar, Sanjay Dutt, Ashutosh Rana, Sakshi Tanwar",53233,"Action, Drama, History",,-,UA,Action, Drama, History,Akshay Kumar, Sanjay Dutt, Ashutosh Rana, Sakshi Tanwar
The Meg,"Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis",185406,"Action, Horror, Sci-Fi","143,005,856",59,PG-13,Action, Horror, Sci-Fi,Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis
Jurassic World Dominion,"Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill",188583,"Action, Adventure, Sci-Fi","376,851,080",369,PG-13,Action, Adventure, Sci-Fi,Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill
Transformers: Age of Extinction,"Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor, Stanley Tucci",325033,"Action, Adventure, Sci-Fi","245,439,076",420,PG-13,Action, Adventure, Sci-Fi,Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor, Stanley Tucci
The Mother,"Jennifer Lopez, Lucy Paez, Omari Hardwick, Joseph Fiennes",39799,"Action, Thriller",,506,R,Action, Thriller,,Jennifer Lopez, Lucy Paez, Omari Hardwick, Joseph Fiennes
Pixels,"Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage",152451,"Action, Comedy, Fantasy","78,747,585",575,PG-13,Action, Comedy, Fantasy,Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage
Hulk,"Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas",273937,"Action, Sci-Fi","132,177,234",1266,PG-13,Action, Sci-Fi,,Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas
Beast,"Liyabuya Gongo, Martin Munro, Daniel Hadebe, Thapelo Sebogodi",36020,"Action, Adventure, Drama","31,846,530",1622,R,Action, Adventure, Drama,Liyabuya Gongo, Martin Munro, Daniel Hadebe, Thapelo Sebogodi
Charlie's Angels,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray",192289,"Action, Adventure, Comedy","125,305,545",1812,PG-13,Action, Adventure, Comedy,Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray
Last Seen Alive,"Gerard Butler, Jaimie Alexander, Russell Hornsby, Ethan Embry",26491,"Action, Mystery, Thriller",,1978,R,Action, Mystery, Thriller,Gerard Butler, Jaimie Alexander, Russell Hornsby, Ethan Embry
Men in Black: International,"Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson",140942,"Action, Adventure, Comedy","80,001,807",1982,PG-13,Action, Adventure, Comedy,Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson
You Don't Mess with the Zohan,"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson",208952,"Action, Comedy","100,018,837",2140,PG-13,Action, Comedy,,Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson
The Dark Tower,"Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert",142767,"Action, Adventure, Fantasy","50,701,325",2232,PG-13,Action, Adventure, Fantasy,Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert
Alexander,"Colin Farrell, Anthony Hopkins, Rosario Dawson, Angelina Jolie",173471,"Action, Biography, Drama","34,297,191",2475,R,Action, Biography, Drama,Colin Farrell, Anthony Hopkins, Rosario Dawson, Angelina Jolie
Pacific Rim: Uprising,"John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman",122613,"Action, Adventure, Fantasy","59,874,525",2506,PG-13,Action, Adventure, Fantasy,John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman
Spy Kids,"Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino",122777,"Action, Adventure, Comedy","112,719,001",2684,PG,Action, Adventure, Comedy,Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino
Alien vs. Predator,"Sanaa Lathan, Lance Henriksen, Raoul Bova, Ewen Bremner",206845,"Action, Adventure, Horror","80,282,231",2716,PG-13,Action, Adventure, Horror,Sanaa Lathan, Lance Henriksen, Raoul Bova, Ewen Bremner
Assassin's Creed,"Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson",204417,"Action, Adventure, Sci-Fi","54,647,948",2896,PG-13,Action, Adventure, Sci-Fi,Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson
R.I.P.D.,"Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon",140422,"Action, Adventure, Comedy","33,618,855",2955,PG-13,Action, Adventure, Comedy,Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon
Fantastic Four: Rise of the Silver Surfer,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis",272476,"Action, Adventure, Fantasy","131,921,738",3210,PG,Action, Adventure, Fantasy,Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis
Brahmastra Part One: Shiva,"Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni",109291,"Action, Adventure, Fantasy",,3360,Not Rated,Action, Adventure, Fantasy,Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni
The 355,"Jessica Chastain, Penélope Cruz, Bingbing Fan, Diane Kruger",33674,"Action, Thriller",,3469,PG-13,Action, Thriller,,Jessica Chastain, Penélope Cruz, Bingbing Fan, Diane Kruger
The Pacifier,"Vin Diesel, Brittany Snow, Max Thieriot, Brad Garrett",98290,"Action, Comedy, Drama","113,086,868",3563,PG,Action, Comedy, Drama,Vin Diesel, Brittany Snow, Max Thieriot, Brad Garrett
Raw Deal,"Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, Paul Shenar",36352,"Action, Crime, Thriller","16,209,459",3848,R,Action, Crime, Thriller,Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, Paul Shenar
Wild Card,"Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia",58205,"Action, Crime, Drama","3,200",3933,R,Action, Crime, Drama,Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia
Judge Dredd,"Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow",121973,"Action, Crime, Sci-Fi","34,693,481",4073,R,Action, Crime, Sci-Fi,Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow
Johnny Mnemonic,"Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T",74505,"Action, Drama, Sci-Fi","19,076,000",4627,R,Action, Drama, Sci-Fi,Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T
Jolt,"Kate Beckinsale, Jai Courtney, Stanley Tucci, Bobby Cannavale",33617,"Action, Comedy, Crime",,4652,R,Action, Comedy, Crime,Kate Beckinsale, Jai Courtney, Stanley Tucci, Bobby Cannavale
The Ice Road,"Liam Neeson, Marcus Thomas, Laurence Fishburne, Amber Midthunder",44544,"Action, Adventure, Thriller",,4892,PG-13,Action, Adventure, Thriller,Liam Neeson, Marcus Thomas, Laurence Fishburne, Amber Midthunder
The Specialist,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger",68224,"Action, Drama, Thriller","57,362,581",4898,R,Action, Drama, Thriller,Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger
Machete Kills,"Danny Trejo, Alexa PenaVega, Mel Gibson, Jessica Alba",80954,"Action, Crime, Thriller","8,008,161",4939,R,Action, Crime, Thriller,Danny Trejo, Alexa PenaVega, Mel Gibson, Jessica Alba
Hold the Dark,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough",39177,"Action, Crime, Drama",,-,TV-MA,Action, Crime, Drama,Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough
Chain Reaction,"Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward",54427,"Action, Drama, Sci-Fi","21,226,204",-,PG-13,Action, Drama, Sci-Fi,Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward
Timeline,"Paul Walker, Gerard Butler, Billy Connolly, Frances O'Connor",64754,"Action, Adventure, Sci-Fi","19,481,943",-,PG-13,Action, Adventure, Sci-Fi,Paul Walker, Gerard Butler, Billy Connolly, Frances O'Connor
Double Impact,"Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson",42625,"Action, Crime","30,102,717",-,R,Action, Crime,,Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson
Jay and Silent Bob Reboot,"Joey Lauren Adams, Ben Affleck, Fred Armisen, Diedrich Bader",27377,"Action, Adventure, Comedy",,-,R,Action, Adventure, Comedy,Joey Lauren Adams, Ben Affleck, Fred Armisen, Diedrich Bader
Metro,"Eddie Murphy, Michael Rapaport, Kim Miyori, Art Evans",28477,"Action, Comedy, Crime","31,987,563",-,R,Action, Comedy, Crime,Eddie Murphy, Michael Rapaport, Kim Miyori, Art Evans
National Security,"Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke",52789,"Action, Comedy, Crime","36,381,186",-,PG-13,Action, Comedy, Crime,Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke
Survivor,"Milla Jovovich, Pierce Brosnan, Dylan McDermott, Paddy Wallace",34997,"Action, Crime, Thriller",,-,PG-13,Action, Crime, Thriller,Milla Jovovich, Pierce Brosnan, Dylan McDermott, Paddy Wallace
